sala,inicio,fim,seg,ter,qua,qui,sex
L338,13,15,1,0,0,0,0
L318,13,15,0,0,1,0,0
L144,13,15,0,0,0,0,1
L144,15,17,1,0,0,0,0
L318,15,17,0,0,1,0,0
L238,15,17,0,0,0,0,1
L144,15,17,1,0,0,0,0
L270,15,17,0,0,1,0,0
L238,15,17,0,0,0,0,1
L160,15,17,1,0,0,0,0
L258,15,17,0,0,1,0,0
L160,15,17,0,0,0,0,1
L278,9,11,1,0,0,0,0
L278,9,11,0,0,1,0,0
L252,9,11,0,0,0,1,0
L278,9,11,0,0,0,0,1
L481,11,13,1,0,0,0,0
L481,11,13,0,0,1,0,0
L314,11,13,0,0,0,1,0
L481,11,13,0,0,0,0,1
L481,11,13,1,0,0,0,0
L481,11,13,0,0,1,0,0
L258,11,13,0,0,0,1,0
L481,11,13,0,0,0,0,1
L270,11,13,0,0,0,0,1
L278,9,11,1,0,0,0,0
L278,9,11,0,0,1,0,0
L654,9,11,0,0,0,1,0
L278,9,11,0,0,0,0,1
L278,7,9,1,0,0,0,0
L278,7,9,0,0,1,0,0
L318,7,9,0,0,0,0,1
L314,11,13,0,0,0,0,1
L278,7,9,1,0,0,0,0
L278,7,9,0,0,1,0,0
L270,7,9,0,0,0,0,1
L238,11,13,1,0,0,0,0
L238,11,13,0,0,1,0,0
L258,11,13,0,0,0,0,1
L238,11,13,1,0,0,0,0
L238,11,13,0,0,1,0,0
L252,11,13,0,0,0,0,1
L274,13,15,1,0,0,0,0
L274,13,15,0,0,1,0,0
L318,13,15,0,0,0,0,1
L274,13,15,1,0,0,0,0
L274,13,15,0,0,1,0,0
L270,13,15,0,0,0,0,1
L774,13,15,1,0,0,0,0
L774,13,15,0,0,1,0,0
L258,13,15,0,0,0,0,1
L150,13,15,1,0,0,0,0
L150,13,15,0,0,1,0,0
L252,13,15,0,0,0,0,1
L238,7,9,1,0,0,0,0
L238,7,9,0,0,1,0,0
L258,7,9,0,0,0,0,1
L238,7,9,1,0,0,0,0
L238,7,9,0,0,1,0,0
L654,7,9,0,0,0,0,1
L481,9,11,1,0,0,0,0
L481,9,11,0,0,1,0,0
L270,9,11,0,0,0,0,1
L481,9,11,1,0,0,0,0
L481,9,11,0,0,1,0,0
L314,9,11,0,0,0,0,1
L414,15,17,1,0,0,0,0
L414,15,17,0,0,1,0,0
L252,15,17,0,0,0,0,1
L160,9,11,1,0,0,0,0
L160,9,11,0,0,1,0,0
L252,9,11,0,0,0,0,1
L414,15,17,1,0,0,0,0
L414,15,17,0,0,1,0,0
L258,15,17,0,0,0,0,1
L160,9,11,1,0,0,0,0
L160,9,11,0,0,1,0,0
L258,9,11,0,0,0,0,1
L774,9,11,1,0,0,0,0
L774,9,11,0,0,1,0,0
L242,13,15,1,0,0,0,0
L242,13,15,0,0,1,0,0
L234,15,17,1,0,0,0,0
L310,15,17,0,0,1,0,0
L154,13,15,0,1,0,0,0
L154,13,15,0,0,0,1,0
L776,7,9,0,1,0,0,0
L776,7,9,0,0,0,1,0
L238,9,11,0,1,0,0,0
L238,9,11,0,0,0,1,0
L154,7,9,0,1,0,0,0
L154,7,9,0,0,0,1,0
L776,9,11,0,1,0,0,0
L776,9,11,0,0,0,1,0
L154,9,11,0,1,0,0,0
L154,9,11,0,0,0,1,0
L154,11,13,0,1,0,0,0
L154,11,13,0,0,0,1,0
L238,11,13,0,1,0,0,0
L238,11,13,0,0,0,1,0
L776,13,15,0,1,0,0,0
L776,13,15,0,0,0,1,0
L274,11,13,0,1,0,0,0
L274,11,13,0,0,0,1,0
L160,13,15,0,1,0,0,0
L654,13,14,0,0,0,1,0
L160,13,15,0,1,0,0,0
L654,14,15,0,0,0,1,0
L274,13,15,0,1,0,0,0
L252,13,14,0,0,0,1,0
L274,13,15,0,1,0,0,0
L252,14,15,0,0,0,1,0
L522,15,17,0,1,0,0,0
L522,15,17,0,0,0,1,0
L508,15,17,0,1,0,0,0
L518,15,17,0,0,0,1,0
L774,7,9,0,1,0,0,0
L774,7,9,0,0,0,1,0
K123,13,15,0,1,0,0,0
L144,13,15,0,0,0,1,0
L338,15,17,0,1,0,0,0
L338,15,17,0,0,0,1,0
L336,11,13,0,1,0,0,0
L336,11,13,0,0,0,1,0
L464,13,15,1,0,0,0,0
L238,13,15,0,0,1,0,0
L582,9,11,0,1,0,0,0
L582,9,11,0,0,0,1,0
L526,15,17,1,0,0,0,0
L460,15,17,0,0,1,0,0
DPTO,15,17,0,1,0,0,0
DPTO,15,16,0,0,0,1,0
DPTO,9,11,0,1,0,0,0
DPTO,12,14,0,0,1,0,0
L581,15,17,1,0,0,0,0
L582,15,16,0,0,1,0,0
DPTO,11,13,0,1,0,0,0
DPTO,11,12,0,0,0,1,0
DPTO,13,15,0,1,0,0,0
DPTO,13,14,0,0,0,1,0
L582,9,11,0,1,0,0,0
L582,9,10,0,0,0,1,0
DCMM3,9,11,1,0,0,0,0
DPTO,9,10,0,0,1,0,0
L526,15,17,1,0,0,0,0
L460,15,16,0,0,1,0,0
DPTO,15,17,1,0,0,0,0
L408,15,16,0,0,1,0,0
DCMM1,13,15,1,0,0,0,0
L308,13,14,0,0,1,0,0
DPTO,9,11,1,0,0,0,0
DPTO,9,10,0,0,1,0,0
L106,18,21,0,0,0,0,1
DPTO,9,12,0,0,1,0,0
L106,15,18,0,0,0,1,0
L106,9,12,0,1,0,0,0
L106,9,12,1,0,0,0,0
DPTO,17,18,1,0,0,0,0
DPTO,16,18,0,0,0,0,1
L106,8,11,0,0,1,0,0
L452,13,16,0,0,0,0,1
L106,13,16,1,0,0,0,0
DPTO,8,11,0,0,0,1,0
DPTO,8,11,1,0,0,0,0
L106,18,21,0,0,0,1,0
L106,18,21,1,0,0,0,0
L106,13,16,0,0,1,0,0
L452,17,19,1,0,0,0,0
DCMM3,16,17,0,0,0,1,0
DCMM3,13,16,0,1,0,0,0
DPTO,7,10,0,0,0,1,0
DCMM3,7,10,0,1,0,0,0
L428,15,18,0,1,0,0,0
DCMM3,13,16,0,0,1,0,0
DCMM3,13,16,0,0,0,1,0
DCMM3,14,17,0,0,0,0,1
DCMM3,13,16,1,0,0,0,0
DPTO,8,11,0,0,0,0,1
DPTO,9,12,0,0,0,1,0
L238,13,15,1,0,0,0,0
K128,13,15,0,0,1,0,0
L214,13,15,1,0,0,0,0
L214,13,15,0,0,1,0,0
L234,9,11,1,0,0,0,0
L234,9,11,0,0,1,0,0
L204,15,19,0,1,0,0,0
L204,15,17,0,0,0,1,0
L204,15,17,0,0,0,0,1
L204,15,17,0,1,0,0,0
L204,15,19,0,0,0,1,0
L204,15,17,0,0,0,0,1
L524,11,13,0,0,0,0,1
L216,13,15,0,0,0,0,1
L218,9,11,1,0,0,0,0
L218,9,11,0,0,1,0,0
L218,9,11,0,0,0,0,1
I009,11,13,1,0,0,0,0
I009,11,13,0,0,1,0,0
I013,13,15,1,0,0,0,0
I013,13,15,0,0,1,0,0
L414,17,19,0,1,0,0,0
L414,17,19,0,0,0,1,0
L414,19,21,0,1,0,0,0
L414,19,21,0,0,0,1,0
F401,13,15,0,0,1,0,0
L278,13,15,0,0,0,0,1
L328,13,15,0,1,0,0,0
L328,15,17,0,1,0,0,0
F301A,19,21,0,1,0,0,0
F301A,19,21,0,0,0,1,0
L206,15,17,0,1,0,0,0
L206,15,17,0,0,0,1,0
L250,11,13,1,0,0,0,0
L462,13,15,0,1,0,0,0
L214,13,15,0,1,0,0,0
L214,13,15,0,0,0,1,0
SPA,9,11,0,1,0,0,0
SPA,9,11,0,0,0,1,0
L210,13,15,1,0,0,0,0
L210,13,15,0,0,1,0,0
L210,13,15,0,0,0,0,1
L206,13,15,0,1,0,0,0
L206,13,15,0,0,0,1,0
L206,13,15,0,0,0,0,1
L204,13,15,0,1,0,0,0
L204,13,15,0,0,0,1,0
L210,13,15,0,1,0,0,0
L210,13,15,0,0,0,1,0
L250,11,13,0,1,0,0,0
L250,11,13,0,0,0,1,0
L204,9,11,1,0,0,0,0
L204,9,11,0,0,1,0,0
L204,11,13,1,0,0,0,0
L204,11,13,0,0,1,0,0
L216,11,13,0,1,0,0,0
L204,9,13,0,1,0,0,0
L204,11,13,0,0,0,1,0
L204,11,13,0,0,0,0,1
L204,11,13,0,1,0,0,0
L204,9,13,0,0,0,1,0
L204,11,13,0,0,0,0,1
L204,13,17,1,0,0,0,0
L204,13,15,0,0,1,0,0
L204,13,15,0,0,0,0,1
L206,13,15,1,0,0,0,0
L206,13,15,0,0,1,0,0
L218,13,15,0,0,0,0,1
L408,11,13,0,1,0,0,0
L408,11,13,0,0,0,1,0
L234,9,11,0,1,0,0,0
L234,9,11,0,0,0,1,0
L234,9,11,0,0,0,0,1
L234,7,9,0,1,0,0,0
L234,7,9,0,0,0,1,0
L214,11,13,0,1,0,0,0
L214,11,13,0,0,0,1,0
L234,11,13,0,1,0,0,0
L234,11,13,0,0,0,1,0
L214,7,9,0,1,0,0,0
L214,7,9,0,0,0,1,0
L214,7,9,0,0,0,0,1
L218,11,13,0,1,0,0,0
L218,11,13,0,0,0,1,0
L218,11,13,0,0,0,0,1
L218,11,13,1,0,0,0,0
L218,11,13,0,0,1,0,0
L210,11,13,1,0,0,0,0
L210,11,13,0,0,1,0,0
L234,13,15,1,0,0,0,0
L234,13,15,0,0,1,0,0
L206,9,11,1,0,0,0,0
L206,9,11,0,0,1,0,0
L206,9,11,0,0,0,1,0
L206,9,13,0,0,0,0,1
L250,13,17,1,0,0,0,0
L250,13,15,0,0,1,0,0
L206,7,9,0,1,0,0,0
L206,7,9,0,0,0,1,0
L250,11,13,0,0,1,0,0
L250,11,13,0,0,0,0,1
L250,7,11,0,0,1,0,0
L206,7,9,0,0,0,0,1
L216,9,11,1,0,0,0,0
L216,9,11,0,0,1,0,0
L150,15,17,1,0,0,0,0
L224,15,17,0,0,1,0,0
L218,13,15,0,1,0,0,0
L218,13,15,0,0,0,1,0
L218,13,15,1,0,0,0,0
L218,13,15,0,0,1,0,0
L510,13,15,1,0,0,0,0
F200A,13,15,1,0,0,0,0
F200A,13,15,0,0,1,0,0
L214,9,11,0,1,0,0,0
L214,9,11,0,0,0,1,0
L250,9,11,0,1,0,0,0
L250,9,11,0,0,0,1,0
L214,9,11,1,0,0,0,0
L214,9,11,0,0,1,0,0
L216,11,13,0,0,0,1,0
L218,9,11,0,1,0,0,0
L218,9,11,0,0,0,1,0
L214,9,11,0,0,0,0,1
L206,11,13,0,1,0,0,0
L206,11,13,0,0,0,1,0
L210,11,13,0,0,0,0,1
L210,11,13,0,1,0,0,0
L210,11,13,0,0,0,1,0
L216,11,13,1,0,0,0,0
L216,11,13,0,0,1,0,0
L204,7,9,0,1,0,0,0
L204,7,9,0,0,0,1,0
L204,7,9,0,0,0,0,1
L210,9,11,0,1,0,0,0
L210,9,11,0,0,0,1,0
L210,9,11,0,0,0,0,1
L210,7,9,0,1,0,0,0
L210,7,9,0,0,0,1,0
L446,9,11,1,0,0,0,0
L446,9,11,0,0,1,0,0
L446,9,11,0,1,0,0,0
L446,9,11,0,0,0,1,0
L446,11,13,1,0,0,0,0
L446,11,13,0,0,1,0,0
L446,13,15,1,0,0,0,0
L446,13,15,0,0,1,0,0
L446,7,9,0,1,0,0,0
L446,7,9,0,0,0,1,0
L446,11,13,0,1,0,0,0
L446,11,13,0,0,0,1,0
L446,15,17,0,1,0,0,0
L446,15,17,0,0,0,1,0
L234,11,13,1,0,0,0,0
L234,11,13,0,0,1,0,0
L234,11,13,0,0,0,0,1
L210,9,11,1,0,0,0,0
L210,9,11,0,0,1,0,0
L214,11,13,1,0,0,0,0
L214,11,13,0,0,1,0,0
L216,9,11,0,1,0,0,0
L216,9,11,0,0,0,1,0
SPA,13,15,0,1,0,0,0
SPA,13,15,0,0,0,1,0
L216,11,13,0,0,0,0,1
L206,9,11,0,1,0,0,0
L581,9,11,0,1,0,0,0
L250,9,11,0,0,0,0,1
L216,7,9,0,1,0,0,0
L250,13,15,0,1,0,0,0
L408,13,15,0,1,0,0,0
L216,7,9,0,0,0,1,0
L204,7,9,0,0,1,0,0
L516,13,15,0,0,1,0,0
SPA,15,17,0,1,0,0,0
SPA,15,17,0,0,0,1,0
SPA,9,13,0,0,0,0,1
DPTO,7,9,0,0,0,0,1
SPA,13,15,0,0,0,0,1
SPA,15,17,0,0,0,0,1
SPA,11,15,0,1,0,0,0
SPA,13,15,0,0,0,1,0
SPA,11,13,0,0,0,0,1
SPA,13,15,1,0,0,0,0
SPA,9,13,1,0,0,0,0
SPA,13,17,0,0,1,0,0
SPA,13,17,1,0,0,0,0
SPA,11,13,1,0,0,0,0
SPA,11,13,0,0,1,0,0
SPA,15,19,0,1,0,0,0
SPA,15,19,0,0,0,1,0
SPA,11,15,0,0,0,0,1
SPA,9,11,0,0,0,1,0
SPA,11,15,0,0,0,1,0
SPA,9,13,0,1,0,0,0
SPA,15,17,0,0,1,0,0
L204,16,19,0,0,1,0,0
L154,16,19,0,1,0,0,0
L481,13,16,1,0,0,0,0
F401,16,19,0,1,0,0,0
,13,16,0,0,1,0,0
L234,13,16,0,1,0,0,0
L216,13,15,1,0,0,0,0
L216,13,15,0,0,1,0,0
L542,13,15,0,0,1,0,0
L530,14,15,0,0,0,1,0
L480,16,17,0,1,0,0,0
L480,15,17,0,0,0,1,0
L170,13,15,0,0,1,0,0
L170,9,11,0,0,0,1,0
L174,9,11,0,0,0,1,0
L170,13,15,0,0,0,1,0
L174,13,15,0,0,0,1,0
L170,9,11,0,0,1,0,0
L174,9,11,0,0,1,0,0
L170,15,17,0,0,1,0,0
L174,15,17,0,0,1,0,0
L174,15,17,0,0,0,0,1
L178,9,12,0,0,0,0,1
L178,9,12,0,1,0,0,0
L238,13,15,0,1,0,0,0
L238,13,15,0,0,0,1,0
L238,7,9,0,1,0,0,0
L238,7,9,0,0,0,1,0
L238,15,17,0,1,0,0,0
L238,15,17,0,0,0,1,0
L274,7,9,1,0,0,0,0
L274,7,9,0,0,1,0,0
L414,13,15,1,0,0,0,0
L414,13,15,0,0,1,0,0
L338,7,9,0,1,0,0,0
L338,7,9,0,0,0,1,0
L481,11,13,0,1,0,0,0
L481,11,13,0,0,0,1,0
L160,11,13,0,1,0,0,0
L480,11,13,0,0,0,1,0
L274,7,9,0,1,0,0,0
L274,7,9,0,0,0,1,0
L480,13,14,0,1,0,0,0
L480,13,15,0,0,0,1,0
L370,9,12,1,0,0,0,0
L370,9,12,0,0,0,1,0
L456,13,14,0,1,0,0,0
L338,13,15,0,0,0,1,0
L370,8,11,0,1,0,0,0
L370,9,12,0,0,0,0,1
L308,11,13,0,1,0,0,0
L308,11,13,0,0,0,1,0
L480,13,15,1,0,0,0,0
L480,13,14,0,0,1,0,0
L481,16,17,1,0,0,0,0
L234,15,17,0,0,1,0,0
L370,15,18,1,0,0,0,0
L370,15,18,0,0,0,1,0
L774,15,17,0,0,1,0,0
L774,15,16,0,0,0,1,0
L178,14,17,0,1,0,0,0
L178,11,14,0,0,0,1,0
L376A,12,15,0,0,1,0,0
L376A,12,15,0,0,0,0,1
F402,13,15,0,0,1,0,0
L242,13,15,0,0,0,0,1
L581,7,11,0,0,0,0,1
DPTO,11,12,1,0,0,0,0
DPTO,13,15,0,0,0,1,0
LAB,9,11,0,0,1,0,0
LAB,14,18,0,0,1,0,0
DPTO,15,17,0,1,0,0,0
DPTO,13,14,0,0,1,0,0
DPTO,13,15,0,0,0,0,1
DPTO,9,11,1,0,0,0,0
DPTO,15,16,0,0,0,1,0
DPTO,13,15,1,0,0,0,0
DPTO,16,17,0,0,0,1,0
LAB,13,15,0,1,0,0,0
DPTO,15,16,1,0,0,0,0
F200A,19,21,1,0,0,0,0
F301A,19,21,0,0,1,0,0
F301A,19,21,0,0,0,0,1
F301A,17,19,0,1,0,0,0
F301A,17,19,0,0,0,1,0
F206,19,21,0,0,1,0,0
F206,19,21,0,0,0,0,1
F301,19,21,0,1,0,0,0
F301,19,21,0,0,0,1,0
F201,19,21,0,0,1,0,0
F201,19,21,0,0,0,0,1
F201,19,21,0,1,0,0,0
F201,19,21,0,0,0,1,0
F301,19,21,1,0,0,0,0
F301,17,19,0,0,0,0,1
F308,19,21,1,0,0,0,0
F400A,17,19,1,0,0,0,0
F201,17,19,1,0,0,0,0
L450,17,19,1,0,0,0,0
F202,17,19,1,0,0,0,0
F410,17,19,0,1,0,0,0
F301,17,19,0,0,0,1,0
F308,17,19,0,1,0,0,0
F406,19,21,0,1,0,0,0
F308,18,21,0,0,1,0,0
,15,18,0,0,1,0,0
F401,15,18,0,0,1,0,0
DPTO,18,21,0,0,0,1,0
DPTO,15,18,0,0,1,0,0
F400A,18,21,0,0,0,1,0
F310,15,18,0,0,0,1,0
F400A,18,21,0,0,1,0,0
F400,17,19,0,1,0,0,0
F400,17,19,0,0,0,1,0
F301,17,19,0,1,0,0,0
F302,17,19,0,0,0,1,0
F402,13,15,0,1,0,0,0
F402,13,15,0,0,0,1,0
F602,15,17,0,1,0,0,0
F602,15,17,0,0,0,1,0
FB6,17,19,0,1,0,0,0
FB6,17,19,0,0,0,1,0
F502,21,23,1,0,0,0,0
F201A,21,23,0,0,1,0,0
F310,15,17,1,0,0,0,0
F302,15,17,0,0,1,0,0
L222,7,9,0,1,0,0,0
L222,7,9,0,0,0,1,0
F308,15,17,0,1,0,0,0
F308,15,17,0,0,0,1,0
K105,13,15,0,1,0,0,0
K105,13,15,0,0,0,1,0
K109,13,15,0,1,0,0,0
K109,13,15,0,0,0,1,0
K105,15,17,0,1,0,0,0
K105,15,17,0,0,0,1,0
K109,15,17,0,1,0,0,0
K109,15,17,0,0,0,1,0
K105,17,19,0,1,0,0,0
K105,17,19,0,0,0,1,0
K109,17,19,0,1,0,0,0
K109,17,19,0,0,0,1,0
F308,9,11,0,1,0,0,0
F308,9,11,0,0,0,1,0
F400A,15,17,1,0,0,0,0
F400A,15,17,0,0,1,0,0
I003,13,15,1,0,0,0,0
ARTE2,13,15,0,0,1,0,0
L522,11,13,0,1,0,0,0
L522,11,13,0,0,0,1,0
K122,13,15,1,0,0,0,0
K122,13,15,0,0,1,0,0
L518,9,11,0,1,0,0,0
L518,9,11,0,0,0,1,0
F308,11,13,1,0,0,0,0
F308,11,13,0,0,1,0,0
L658,17,19,1,0,0,0,0
L222,17,19,1,0,0,0,0
L506,17,19,1,0,0,0,0
L506,17,19,0,0,1,0,0
L518,11,13,0,1,0,0,0
L518,11,13,0,0,0,1,0
L328,19,21,0,1,0,0,0
L328,19,21,0,0,0,1,0
F400,17,19,1,0,0,0,0
F400,17,19,0,0,1,0,0
L542,17,19,1,0,0,0,0
L542,17,19,0,0,1,0,0
F202,17,19,0,1,0,0,0
F202,17,19,0,0,0,1,0
F302,17,19,1,0,0,0,0
F301,17,19,0,0,1,0,0
F308,13,15,0,1,0,0,0
F308,13,15,0,0,0,1,0
L526,13,15,0,1,0,0,0
L526,13,15,0,0,0,1,0
F302,15,17,0,1,0,0,0
F302,15,17,0,0,0,1,0
F302,13,15,0,0,1,0,0
F302,13,15,0,0,0,0,1
F602,15,17,1,0,0,0,0
F602,15,17,0,0,1,0,0
F606,15,17,1,0,0,0,0
F606,15,17,0,0,1,0,0
F602,19,21,0,0,1,0,0
F610,19,21,0,0,0,0,1
K105,7,9,1,0,0,0,0
K105,7,9,0,0,1,0,0
K109,7,9,1,0,0,0,0
K109,7,9,0,0,1,0,0
K103,7,9,1,0,0,0,0
K103,7,9,0,0,1,0,0
K105,7,9,0,1,0,0,0
K105,7,9,0,0,0,1,0
K109,7,9,0,1,0,0,0
K109,7,9,0,0,0,1,0
K103,7,9,0,1,0,0,0
K103,7,9,0,0,0,1,0
L520,9,11,1,0,0,0,0
L520,9,11,0,0,1,0,0
F308,15,17,1,0,0,0,0
F308,15,17,0,0,1,0,0
L518,9,11,1,0,0,0,0
L518,9,11,0,0,1,0,0
L516,11,13,0,1,0,0,0
L530,11,13,0,0,0,1,0
L278,15,17,1,0,0,0,0
L278,15,17,0,0,1,0,0
L214,15,17,1,0,0,0,0
L214,15,17,0,0,1,0,0
K105,13,15,1,0,0,0,0
K105,13,15,0,0,1,0,0
K109,13,15,1,0,0,0,0
K109,13,15,0,0,1,0,0
K105,15,17,1,0,0,0,0
K105,15,17,0,0,1,0,0
K109,15,17,1,0,0,0,0
K109,15,17,0,0,1,0,0
K105,17,19,1,0,0,0,0
K105,17,19,0,0,1,0,0
K109,17,19,1,0,0,0,0
K109,17,19,0,0,1,0,0
F502,17,19,0,1,0,0,0
F502,17,19,0,0,0,1,0
F202,17,19,0,0,1,0,0
F202,17,19,0,0,0,0,1
F301A,15,17,1,0,0,0,0
F301A,15,17,0,0,1,0,0
F310,17,19,1,0,0,0,0
F310,17,19,0,0,1,0,0
F308,11,13,0,1,0,0,0
F308,11,13,0,0,0,1,0
F610,13,15,0,1,0,0,0
F610,13,15,0,0,0,1,0
F308,9,11,1,0,0,0,0
F308,9,11,0,0,1,0,0
LAC,11,13,1,0,0,0,0
LAC,11,13,0,0,1,0,0
F200A,13,17,0,0,0,1,0
F301,13,15,1,0,0,0,0
FB6,13,15,0,0,1,0,0
F610,17,19,0,0,0,1,0
F408,19,21,1,0,0,0,0
F408,19,21,0,0,1,0,0
L570,9,11,1,0,0,0,0
L570,15,17,0,0,0,0,1
F308,10,13,0,0,0,0,1
F400A,13,15,1,0,0,0,0
F400A,13,14,0,0,1,0,0
F301A,13,15,1,0,0,0,0
F301A,13,14,0,0,1,0,0
F400A,9,13,0,0,0,1,0
K122,15,17,1,0,0,0,0
K122,15,17,0,0,1,0,0
F308,17,19,1,0,0,0,0
K123,17,19,0,0,1,0,0
L512,9,11,0,1,0,0,0
L512,9,11,0,0,0,1,0
L510,11,13,0,0,0,0,1
L512,7,9,0,0,1,0,0
L512,7,9,0,0,0,0,1
L512,11,13,0,0,1,0,0
L504,9,11,0,0,0,1,0
L510,7,9,0,0,0,0,1
L510,7,9,0,1,0,0,0
L510,7,9,0,0,0,1,0
L512,7,9,0,1,0,0,0
L512,7,9,0,0,0,1,0
L510,11,13,0,1,0,0,0
L510,11,13,0,0,0,1,0
L510,9,11,0,1,0,0,0
L510,9,11,0,0,0,1,0
L528,7,9,0,1,0,0,0
L508,7,9,0,0,0,1,0
L512,11,13,0,1,0,0,0
L512,11,13,0,0,0,1,0
L510,9,11,1,0,0,0,0
L581,9,11,0,0,1,0,0
L336,9,11,0,0,0,0,1
L582,9,13,0,0,0,0,1
L210,7,9,0,0,1,0,0
L504,11,13,0,0,1,0,0
L512,9,11,0,0,1,0,0
DPTO,11,13,1,0,0,0,0
L518,9,11,0,0,0,0,1
L570,11,13,1,0,0,0,0
L120,7,11,1,0,0,0,0
L450,11,13,0,0,1,0,0
L581,7,9,0,1,0,0,0
L581,7,9,0,0,0,1,0
L510,9,11,0,0,0,0,1
L454,9,11,0,1,0,0,0
L581,11,13,0,1,0,0,0
L512,13,16,0,0,0,0,1
L512,13,16,0,1,0,0,0
L512,13,16,0,0,0,1,0
L512,16,19,0,0,0,1,0
L512,16,19,0,0,1,0,0
L512,16,19,0,1,0,0,0
L512,13,16,1,0,0,0,0
L510,13,16,0,1,0,0,0
L510,16,19,0,1,0,0,0
L510,13,16,0,0,1,0,0
L510,13,16,0,0,0,1,0
K123,16,19,1,0,0,0,0
L510,16,18,0,0,0,1,0
L510,16,18,0,0,1,0,0
L304,19,21,1,0,0,0,0
L460,21,23,1,0,0,0,0
L308,19,21,0,1,0,0,0
L308,21,23,0,1,0,0,0
L304,19,21,0,0,1,0,0
L304,21,23,0,0,1,0,0
DPTO,19,21,0,0,1,0,0
L308,19,22,1,0,0,0,0
